starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 31 10:46:18 2023	1680239778	2	27043	27045	27043
Fri Mar 31 10:46:18 2023	1680239778	2	27044	27046	27044
Fri Mar 31 10:46:18 2023	1680239778	3	27051	27054	27051
Fri Mar 31 10:46:18 2023	1680239778	3	27336	27339	27336
Fri Mar 31 10:46:18 2023	1680239778	3	28131	28133	28131
Fri Mar 31 10:46:18 2023	1680239778	2	29405	29407	29405
Fri Mar 31 10:46:18 2023	1680239778	2	29407	29409	29407
Fri Mar 31 10:46:18 2023	1680239778	3	29993	29996	29993
Fri Mar 31 10:46:18 2023	1680239778	3	30800	30803	30800
Fri Mar 31 10:46:18 2023	1680239778	2	31325	31327	31325
Fri Mar 31 10:46:18 2023	1680239778	2	31701	31703	31701
Fri Mar 31 10:46:18 2023	1680239778	2	31744	31746	31744
Fri Mar 31 10:46:18 2023	1680239778	2	31849	31851	31848
Fri Mar 31 10:46:18 2023	1680239778	2	32009	32011	32009
Fri Mar 31 10:46:18 2023	1680239778	2	32591	32593	32591
Fri Mar 31 10:46:18 2023	1680239778	2	32684	32685	32684
Fri Mar 31 10:46:18 2023	1680239778	2	32798	32800	32798
Fri Mar 31 10:46:18 2023	1680239778	2	32809	32811	32808
Fri Mar 31 10:46:18 2023	1680239778	3	33727	33729	33726
Fri Mar 31 10:46:18 2023	1680239778	2	35099	35101	35099
Fri Mar 31 10:46:18 2023	1680239778	2	35107	35109	35107
Fri Mar 31 10:46:18 2023	1680239778	3	35224	35227	35224
Fri Mar 31 10:46:18 2023	1680239778	2	35231	35233	35231
Fri Mar 31 10:46:18 2023	1680239778	3	35979	35982	35979
Fri Mar 31 10:46:18 2023	1680239778	2	36296	36299	36296
Fri Mar 31 10:46:18 2023	1680239778	2	36327	36329	36327
Fri Mar 31 10:46:18 2023	1680239778	3	37016	37018	37016
Fri Mar 31 10:46:18 2023	1680239778	2	37104	37106	37104
Fri Mar 31 10:46:18 2023	1680239778	2	37201	37202	37200
Fri Mar 31 10:46:18 2023	1680239778	3	37277	37280	37277
Fri Mar 31 10:46:18 2023	1680239778	2	37994	37996	37994
Fri Mar 31 10:46:18 2023	1680239778	2	38640	38641	38640
Fri Mar 31 10:46:18 2023	1680239778	3	38742	38745	38741
Fri Mar 31 10:46:18 2023	1680239778	2	38860	38862	38860
Fri Mar 31 10:46:18 2023	1680239778	2	39697	39699	39697
Fri Mar 31 10:46:18 2023	1680239778	2	39848	39850	39848
Fri Mar 31 10:46:18 2023	1680239778	3	39983	39986	39983
Fri Mar 31 10:46:18 2023	1680239778	3	43751	43753	43751
Fri Mar 31 10:46:18 2023	1680239778	2	44196	44198	44196
