starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 31 11:26:26 2023	1680242186	0	29695	29695	29695
Fri Mar 31 11:26:26 2023	1680242186	0	29735	29735	29734
Fri Mar 31 11:26:29 2023	1680242189	0	29749	29749	29749
Fri Mar 31 11:26:36 2023	1680242196	0	29777	29777	29777
Fri Mar 31 11:26:28 2023	1680242188	0	29777	29777	29777
Fri Mar 31 11:26:28 2023	1680242188	1	29778	29779	29777
Fri Mar 31 11:26:27 2023	1680242187	0	29787	29788	29787
Fri Mar 31 11:26:06 2023	1680242166	0	29827	29827	29827
Fri Mar 31 11:26:08 2023	1680242168	0	29883	29883	29883
Fri Mar 31 11:26:27 2023	1680242187	0	29951	29951	29951
Fri Mar 31 11:26:07 2023	1680242167	0	29978	29978	29978
Fri Mar 31 11:26:09 2023	1680242169	0	29997	29997	29997
Fri Mar 31 11:26:08 2023	1680242168	0	30045	30045	30044
Fri Mar 31 11:26:35 2023	1680242195	0	30074	30074	30074
Fri Mar 31 11:26:30 2023	1680242190	0	30076	30076	30076
Fri Mar 31 11:26:17 2023	1680242177	0	30095	30095	30094
Fri Mar 31 11:26:18 2023	1680242178	0	30111	30112	30111
Fri Mar 31 11:26:33 2023	1680242193	0	30170	30170	30170
Fri Mar 31 11:26:25 2023	1680242185	0	30177	30177	30177
Fri Mar 31 11:26:31 2023	1680242191	0	30182	30183	30182
Fri Mar 31 11:26:30 2023	1680242190	0	30184	30184	30184
Fri Mar 31 11:26:19 2023	1680242179	0	30189	30190	30189
Fri Mar 31 11:26:26 2023	1680242186	0	30199	30199	30199
Fri Mar 31 11:26:34 2023	1680242194	0	30206	30206	30206
Fri Mar 31 11:26:07 2023	1680242167	0	30206	30206	30206
Fri Mar 31 11:26:16 2023	1680242176	0	30206	30206	30206
Fri Mar 31 11:26:24 2023	1680242184	0	30211	30211	30211
Fri Mar 31 11:26:24 2023	1680242184	0	30212	30212	30211
Fri Mar 31 11:26:34 2023	1680242194	0	30215	30215	30215
Fri Mar 31 11:26:25 2023	1680242185	0	30218	30218	30217
Fri Mar 31 11:26:32 2023	1680242192	0	30229	30229	30229
Fri Mar 31 11:26:12 2023	1680242172	0	30230	30230	30230
Fri Mar 31 11:26:08 2023	1680242168	0	30236	30236	30236
Fri Mar 31 11:26:34 2023	1680242194	0	30243	30243	30242
Fri Mar 31 11:26:34 2023	1680242194	0	30260	30261	30260
Fri Mar 31 11:26:10 2023	1680242170	0	30265	30265	30265
Fri Mar 31 11:26:04 2023	1680242164	0	30265	30266	30265
Fri Mar 31 11:26:17 2023	1680242177	0	30285	30285	30284
Fri Mar 31 11:26:31 2023	1680242191	0	30291	30291	30291
Fri Mar 31 11:26:15 2023	1680242175	0	30298	30298	30297
Fri Mar 31 11:26:12 2023	1680242172	0	30299	30299	30298
Fri Mar 31 11:26:09 2023	1680242169	0	30307	30307	30307
Fri Mar 31 11:26:16 2023	1680242176	0	30309	30309	30309
Fri Mar 31 11:26:23 2023	1680242183	0	30320	30320	30320
Fri Mar 31 11:26:32 2023	1680242192	0	30330	30330	30329
Fri Mar 31 11:26:13 2023	1680242173	0	30344	30345	30344
Fri Mar 31 11:26:35 2023	1680242195	0	30345	30345	30344
Fri Mar 31 11:26:13 2023	1680242173	0	30346	30346	30346
Fri Mar 31 11:26:29 2023	1680242189	0	30357	30357	30356
Fri Mar 31 11:26:04 2023	1680242164	0	30360	30360	30360
Fri Mar 31 11:26:14 2023	1680242174	0	30371	30371	30370
Fri Mar 31 11:26:20 2023	1680242180	0	30388	30388	30387
Fri Mar 31 11:26:15 2023	1680242175	0	30391	30391	30391
Fri Mar 31 11:26:23 2023	1680242183	0	30402	30403	30402
Fri Mar 31 11:26:14 2023	1680242174	0	30423	30423	30423
Fri Mar 31 11:26:19 2023	1680242179	0	30425	30426	30425
Fri Mar 31 11:26:11 2023	1680242171	0	30446	30446	30445
Fri Mar 31 11:26:37 2023	1680242197	0	30447	30447	30447
Fri Mar 31 11:26:10 2023	1680242170	0	30450	30450	30450
Fri Mar 31 11:26:28 2023	1680242188	0	30470	30470	30469
Fri Mar 31 11:26:11 2023	1680242171	0	30471	30471	30471
Fri Mar 31 11:26:33 2023	1680242193	0	30473	30473	30473
Fri Mar 31 11:26:36 2023	1680242196	0	30483	30484	30483
Fri Mar 31 11:26:26 2023	1680242186	0	30497	30497	30497
Fri Mar 31 11:26:09 2023	1680242169	0	30499	30499	30499
Fri Mar 31 11:26:18 2023	1680242178	0	30514	30514	30513
Fri Mar 31 11:26:24 2023	1680242184	0	30518	30518	30517
Fri Mar 31 11:26:06 2023	1680242166	0	30518	30519	30518
Fri Mar 31 11:26:37 2023	1680242197	0	30531	30531	30531
Fri Mar 31 11:26:17 2023	1680242177	0	30532	30532	30532
Fri Mar 31 11:26:12 2023	1680242172	0	30563	30563	30563
Fri Mar 31 11:26:16 2023	1680242176	0	30575	30575	30575
Fri Mar 31 11:26:07 2023	1680242167	0	30600	30600	30600
Fri Mar 31 11:26:16 2023	1680242176	0	30601	30601	30600
Fri Mar 31 11:26:10 2023	1680242170	0	30606	30607	30606
Fri Mar 31 11:26:10 2023	1680242170	0	30609	30609	30609
Fri Mar 31 11:26:08 2023	1680242168	0	30611	30611	30611
Fri Mar 31 11:26:13 2023	1680242173	0	30612	30612	30612
Fri Mar 31 11:26:18 2023	1680242178	0	30620	30620	30620
Fri Mar 31 11:26:16 2023	1680242176	0	30621	30621	30621
Fri Mar 31 11:26:09 2023	1680242169	0	30628	30629	30628
Fri Mar 31 11:26:11 2023	1680242171	0	30629	30629	30628
Fri Mar 31 11:26:14 2023	1680242174	0	30630	30630	30629
Fri Mar 31 11:26:15 2023	1680242175	0	30632	30632	30631
Fri Mar 31 11:26:21 2023	1680242181	0	30632	30632	30632
Fri Mar 31 11:26:12 2023	1680242172	0	30640	30640	30640
Fri Mar 31 11:26:30 2023	1680242190	0	30641	30641	30641
Fri Mar 31 11:26:20 2023	1680242180	0	30645	30645	30645
Fri Mar 31 11:26:20 2023	1680242180	0	30670	30671	30670
Fri Mar 31 11:26:24 2023	1680242184	0	30680	30680	30680
Fri Mar 31 11:26:15 2023	1680242175	0	30688	30688	30688
Fri Mar 31 11:26:14 2023	1680242174	0	30701	30701	30701
Fri Mar 31 11:26:32 2023	1680242192	0	30723	30723	30723
Fri Mar 31 11:26:13 2023	1680242173	0	30724	30724	30724
Fri Mar 31 11:26:37 2023	1680242197	0	30744	30744	30744
Fri Mar 31 11:26:38 2023	1680242198	0	30746	30746	30746
Fri Mar 31 11:26:28 2023	1680242188	0	30748	30748	30748
Fri Mar 31 11:26:21 2023	1680242181	0	30761	30761	30761
Fri Mar 31 11:26:05 2023	1680242165	0	30770	30770	30770
Fri Mar 31 11:26:22 2023	1680242182	0	30773	30774	30773
Fri Mar 31 11:26:19 2023	1680242179	0	30833	30833	30833
Fri Mar 31 11:26:22 2023	1680242182	0	30874	30874	30873
Fri Mar 31 11:26:05 2023	1680242165	0	30883	30884	30883
Fri Mar 31 11:26:32 2023	1680242192	0	30914	30914	30914
Fri Mar 31 11:26:30 2023	1680242190	0	30941	30941	30940
Fri Mar 31 11:26:21 2023	1680242181	0	30989	30989	30989
Fri Mar 31 11:26:21 2023	1680242181	0	31003	31003	31003
Fri Mar 31 11:26:19 2023	1680242179	0	31103	31103	31103
Fri Mar 31 11:26:39 2023	1680242199	0	31408	31408	31408
Fri Mar 31 11:26:40 2023	1680242200	0	31412	31412	31411
Fri Mar 31 11:26:44 2023	1680242204	0	31492	31492	31492
Fri Mar 31 11:23:00 2023	1680241980	11	31511	31522	31511
Fri Mar 31 11:26:43 2023	1680242203	0	31529	31529	31529
Fri Mar 31 11:26:45 2023	1680242205	0	31530	31530	31529
Fri Mar 31 11:23:00 2023	1680241980	11	31523	31534	31522
Fri Mar 31 11:23:00 2023	1680241980	11	31526	31536	31525
Fri Mar 31 11:26:44 2023	1680242204	0	31537	31537	31536
Fri Mar 31 11:26:45 2023	1680242205	0	31540	31540	31539
Fri Mar 31 11:26:43 2023	1680242203	0	31545	31545	31544
Fri Mar 31 11:26:38 2023	1680242198	0	31547	31547	31547
Fri Mar 31 11:26:44 2023	1680242204	0	31548	31548	31548
Fri Mar 31 11:26:43 2023	1680242203	0	31555	31555	31555
Fri Mar 31 11:26:39 2023	1680242199	0	31563	31563	31563
Fri Mar 31 11:26:46 2023	1680242206	0	31564	31564	31564
Fri Mar 31 11:26:45 2023	1680242205	0	31566	31566	31565
Fri Mar 31 11:26:42 2023	1680242202	0	31580	31580	31579
Fri Mar 31 11:26:40 2023	1680242200	0	31593	31593	31593
Fri Mar 31 11:26:40 2023	1680242200	0	31606	31606	31606
Fri Mar 31 11:26:42 2023	1680242202	0	31612	31612	31611
Fri Mar 31 11:26:41 2023	1680242201	0	31616	31616	31615
Fri Mar 31 11:26:41 2023	1680242201	0	31617	31618	31617
Fri Mar 31 11:26:47 2023	1680242207	0	31639	31639	31639
Fri Mar 31 11:26:39 2023	1680242199	0	31640	31640	31640
Fri Mar 31 11:26:44 2023	1680242204	0	31645	31645	31644
Fri Mar 31 11:26:46 2023	1680242206	0	31663	31663	31663
Fri Mar 31 11:26:03 2023	1680242163	0	31664	31664	31664
Fri Mar 31 11:26:45 2023	1680242205	0	31665	31665	31665
Fri Mar 31 11:26:03 2023	1680242163	0	31671	31671	31671
Fri Mar 31 11:26:02 2023	1680242162	0	31674	31674	31674
Fri Mar 31 11:26:43 2023	1680242203	0	31697	31697	31697
Fri Mar 31 11:26:42 2023	1680242202	0	31712	31712	31712
Fri Mar 31 11:26:02 2023	1680242162	0	31717	31717	31716
Fri Mar 31 11:26:38 2023	1680242198	0	31725	31725	31724
Fri Mar 31 11:26:42 2023	1680242202	0	31760	31760	31760
Fri Mar 31 11:26:47 2023	1680242207	0	31978	31979	31978
Fri Mar 31 11:26:40 2023	1680242200	0	32029	32029	32029
Fri Mar 31 11:26:01 2023	1680242161	0	32048	32048	32047
Fri Mar 31 11:26:47 2023	1680242207	0	32224	32224	32224
Fri Mar 31 11:26:52 2023	1680242212	0	32345	32345	32345
Fri Mar 31 11:26:48 2023	1680242208	0	32404	32404	32403
Fri Mar 31 11:26:49 2023	1680242209	0	32545	32545	32545
Fri Mar 31 11:25:59 2023	1680242159	0	32549	32549	32549
Fri Mar 31 11:26:47 2023	1680242207	0	32556	32556	32556
Fri Mar 31 11:26:48 2023	1680242208	0	32559	32559	32559
Fri Mar 31 11:26:48 2023	1680242208	0	32610	32610	32609
Fri Mar 31 11:25:59 2023	1680242159	0	32734	32734	32733
Fri Mar 31 11:26:49 2023	1680242209	0	32898	32898	32898
Fri Mar 31 11:26:51 2023	1680242211	0	32956	32956	32955
Fri Mar 31 11:26:51 2023	1680242211	0	32967	32967	32967
Fri Mar 31 11:26:48 2023	1680242208	0	33010	33011	33010
Fri Mar 31 11:26:50 2023	1680242210	0	33081	33081	33081
Fri Mar 31 11:25:59 2023	1680242159	0	33133	33133	33133
Fri Mar 31 11:26:46 2023	1680242206	0	33149	33149	33149
Fri Mar 31 11:26:50 2023	1680242210	0	33152	33152	33152
Fri Mar 31 11:26:51 2023	1680242211	0	33153	33153	33153
Fri Mar 31 11:26:50 2023	1680242210	0	33153	33153	33153
Fri Mar 31 11:26:00 2023	1680242160	0	33168	33168	33168
Fri Mar 31 11:26:50 2023	1680242210	0	33181	33182	33181
Fri Mar 31 11:26:54 2023	1680242214	0	33184	33184	33183
Fri Mar 31 11:26:54 2023	1680242214	0	33185	33185	33184
Fri Mar 31 11:26:52 2023	1680242212	0	33192	33192	33191
Fri Mar 31 11:26:53 2023	1680242213	0	33239	33239	33238
Fri Mar 31 11:26:53 2023	1680242213	0	33256	33256	33256
Fri Mar 31 11:23:00 2023	1680241980	11	33267	33277	33266
Fri Mar 31 11:26:57 2023	1680242217	0	33277	33277	33277
Fri Mar 31 11:26:55 2023	1680242215	0	33310	33310	33310
Fri Mar 31 11:26:56 2023	1680242216	0	33434	33434	33434
Fri Mar 31 11:26:56 2023	1680242216	0	33447	33447	33447
Fri Mar 31 11:26:55 2023	1680242215	0	33463	33464	33463
Fri Mar 31 11:26:55 2023	1680242215	0	33468	33469	33468
Fri Mar 31 11:26:35 2023	1680242195	0	33472	33473	33472
Fri Mar 31 11:26:55 2023	1680242215	0	33502	33502	33502
Fri Mar 31 11:26:53 2023	1680242213	0	33511	33511	33511
Fri Mar 31 11:26:58 2023	1680242218	0	33519	33519	33519
Fri Mar 31 11:26:57 2023	1680242217	0	33566	33566	33566
Fri Mar 31 11:26:58 2023	1680242218	0	33618	33618	33617
Fri Mar 31 11:26:57 2023	1680242217	0	33703	33703	33703
Fri Mar 31 11:26:57 2023	1680242217	0	33723	33723	33722
Fri Mar 31 11:26:52 2023	1680242212	0	33765	33765	33764
Fri Mar 31 11:25:56 2023	1680242156	0	33924	33924	33924
Fri Mar 31 11:26:51 2023	1680242211	0	33985	33985	33984
Fri Mar 31 11:26:35 2023	1680242195	0	34284	34284	34283
Fri Mar 31 11:25:57 2023	1680242157	0	34350	34350	34349
Fri Mar 31 11:25:56 2023	1680242156	0	34571	34571	34570
Fri Mar 31 11:25:56 2023	1680242156	0	34660	34660	34660
Fri Mar 31 11:23:00 2023	1680241980	11	34821	34832	34821
Fri Mar 31 11:23:00 2023	1680241980	11	34832	34842	34832
Fri Mar 31 11:23:00 2023	1680241980	10	34835	34846	34835
Fri Mar 31 11:26:46 2023	1680242206	0	35009	35009	35008
Fri Mar 31 11:25:53 2023	1680242153	0	35591	35592	35591
Fri Mar 31 11:23:00 2023	1680241980	10	35699	35710	35699
Fri Mar 31 11:25:54 2023	1680242154	0	36128	36128	36127
Fri Mar 31 11:25:54 2023	1680242154	0	36151	36151	36150
Fri Mar 31 11:25:53 2023	1680242153	0	36531	36532	36531
Fri Mar 31 11:25:51 2023	1680242151	0	36677	36677	36677
Fri Mar 31 11:25:51 2023	1680242151	0	36866	36866	36866
Fri Mar 31 11:25:52 2023	1680242152	0	36977	36977	36977
Fri Mar 31 11:25:51 2023	1680242151	0	37007	37007	37007
Fri Mar 31 11:23:00 2023	1680241980	10	37515	37525	37514
Fri Mar 31 11:23:00 2023	1680241980	10	37531	37541	37531
Fri Mar 31 11:23:00 2023	1680241980	10	37539	37550	37539
Fri Mar 31 11:25:50 2023	1680242150	0	37556	37556	37556
Fri Mar 31 11:25:48 2023	1680242148	0	37894	37894	37894
Fri Mar 31 11:23:00 2023	1680241980	10	37947	37957	37947
Fri Mar 31 11:25:48 2023	1680242148	0	38247	38247	38247
Fri Mar 31 11:25:48 2023	1680242148	0	38899	38900	38899
Fri Mar 31 11:23:00 2023	1680241980	10	38972	38982	38972
Fri Mar 31 11:25:48 2023	1680242148	0	39716	39716	39716
Fri Mar 31 11:25:45 2023	1680242145	0	39853	39853	39852
Fri Mar 31 11:25:45 2023	1680242145	0	39866	39866	39865
Fri Mar 31 11:23:00 2023	1680241980	10	40463	40473	40462
Fri Mar 31 11:23:00 2023	1680241980	10	40475	40485	40475
Fri Mar 31 11:23:00 2023	1680241980	10	40936	40946	40936
Fri Mar 31 11:25:45 2023	1680242145	0	41101	41101	41101
Fri Mar 31 11:23:00 2023	1680241980	10	41102	41112	41101
Fri Mar 31 11:25:45 2023	1680242145	0	41124	41124	41124
Fri Mar 31 11:25:41 2023	1680242141	0	42695	42695	42694
Fri Mar 31 11:25:41 2023	1680242141	0	42710	42710	42710
Fri Mar 31 11:25:41 2023	1680242141	0	42823	42823	42823
Fri Mar 31 11:25:41 2023	1680242141	0	42983	42983	42983
Fri Mar 31 11:25:37 2023	1680242137	0	44369	44370	44369
Fri Mar 31 11:25:37 2023	1680242137	0	44509	44510	44509
Fri Mar 31 11:23:00 2023	1680241980	10	45014	45024	45014
Fri Mar 31 11:23:00 2023	1680241980	10	45019	45029	45019
Fri Mar 31 11:23:00 2023	1680241980	10	45020	45029	45020
Fri Mar 31 11:23:00 2023	1680241980	10	45021	45030	45020
Fri Mar 31 11:25:37 2023	1680242137	0	45593	45593	45592
Fri Mar 31 11:25:37 2023	1680242137	0	45608	45608	45608
Fri Mar 31 11:25:35 2023	1680242135	0	46170	46170	46169
Fri Mar 31 11:25:35 2023	1680242135	0	46178	46178	46178
Fri Mar 31 11:25:34 2023	1680242134	0	46728	46728	46728
Fri Mar 31 11:25:34 2023	1680242134	0	47192	47192	47192
Fri Mar 31 11:25:34 2023	1680242134	0	47302	47302	47302
Fri Mar 31 11:23:00 2023	1680241980	10	48429	48438	48429
Fri Mar 31 11:23:00 2023	1680241980	10	48433	48443	48433
Fri Mar 31 11:23:00 2023	1680241980	9	48440	48450	48440
Fri Mar 31 11:23:00 2023	1680241980	10	48444	48453	48443
Fri Mar 31 11:25:31 2023	1680242131	0	48912	48912	48912
Fri Mar 31 11:25:30 2023	1680242130	0	49085	49086	49085
Fri Mar 31 11:25:29 2023	1680242129	0	49396	49396	49395
Fri Mar 31 11:25:30 2023	1680242130	0	49397	49397	49397
Fri Mar 31 11:25:30 2023	1680242130	0	49973	49973	49972
Fri Mar 31 11:25:28 2023	1680242128	0	50231	50231	50231
Fri Mar 31 11:25:28 2023	1680242128	0	50300	50300	50300
Fri Mar 31 11:25:27 2023	1680242127	0	51022	51023	51022
Fri Mar 31 11:25:26 2023	1680242126	0	51153	51153	51152
Fri Mar 31 11:25:26 2023	1680242126	0	51374	51374	51374
Fri Mar 31 11:23:00 2023	1680241980	9	51565	51574	51564
Fri Mar 31 11:23:00 2023	1680241980	9	51567	51577	51567
Fri Mar 31 11:23:00 2023	1680241980	9	51573	51582	51572
Fri Mar 31 11:23:00 2023	1680241980	9	51575	51584	51574
Fri Mar 31 11:25:25 2023	1680242125	0	51609	51609	51609
Fri Mar 31 11:25:25 2023	1680242125	0	52126	52126	52126
Fri Mar 31 11:25:25 2023	1680242125	0	52298	52298	52298
Fri Mar 31 11:25:23 2023	1680242123	0	53006	53007	53006
Fri Mar 31 11:25:22 2023	1680242122	0	53477	53477	53477
Fri Mar 31 11:25:22 2023	1680242122	0	53667	53667	53666
Fri Mar 31 11:25:22 2023	1680242122	0	54053	54053	54053
Fri Mar 31 11:25:22 2023	1680242122	0	54227	54227	54227
Fri Mar 31 11:23:00 2023	1680241980	9	55470	55479	55470
Fri Mar 31 11:23:00 2023	1680241980	9	55479	55488	55479
Fri Mar 31 11:23:00 2023	1680241980	9	55484	55493	55484
Fri Mar 31 11:23:00 2023	1680241980	9	55490	55499	55490
Fri Mar 31 11:23:00 2023	1680241980	9	58646	58655	58646
Fri Mar 31 11:23:00 2023	1680241980	9	58654	58663	58654
Fri Mar 31 11:23:00 2023	1680241980	9	58658	58666	58657
Fri Mar 31 11:23:00 2023	1680241980	9	58659	58668	58659
Fri Mar 31 11:25:15 2023	1680242115	0	59080	59080	59080
Fri Mar 31 11:25:15 2023	1680242115	0	59302	59302	59301
Fri Mar 31 11:25:15 2023	1680242115	0	59652	59652	59652
Fri Mar 31 11:25:15 2023	1680242115	0	59758	59758	59757
Fri Mar 31 11:23:00 2023	1680241980	9	61978	61986	61977
Fri Mar 31 11:23:00 2023	1680241980	9	61986	61995	61986
Fri Mar 31 11:23:00 2023	1680241980	9	61986	61995	61986
Fri Mar 31 11:23:00 2023	1680241980	9	61991	61999	61991
Fri Mar 31 11:23:00 2023	1680241980	8	65254	65262	65253
Fri Mar 31 11:23:00 2023	1680241980	8	65256	65265	65256
Fri Mar 31 11:23:00 2023	1680241980	9	65258	65267	65258
Fri Mar 31 11:23:00 2023	1680241980	9	65259	65267	65259
Fri Mar 31 11:25:08 2023	1680242108	0	65293	65293	65293
Fri Mar 31 11:25:08 2023	1680242108	0	65482	65482	65482
Fri Mar 31 11:25:08 2023	1680242108	0	65818	65818	65818
Fri Mar 31 11:25:08 2023	1680242108	0	65919	65919	65919
Fri Mar 31 11:23:00 2023	1680241980	8	69330	69338	69329
Fri Mar 31 11:23:00 2023	1680241980	8	69333	69341	69332
Fri Mar 31 11:23:00 2023	1680241980	8	69335	69343	69335
Fri Mar 31 11:23:00 2023	1680241980	8	69340	69349	69340
Fri Mar 31 11:25:02 2023	1680242102	0	69872	69873	69872
Fri Mar 31 11:25:03 2023	1680242103	0	70085	70085	70084
Fri Mar 31 11:25:02 2023	1680242102	0	70092	70092	70091
Fri Mar 31 11:25:03 2023	1680242103	0	70195	70195	70195
Fri Mar 31 11:25:00 2023	1680242100	0	71828	71828	71828
Fri Mar 31 11:24:59 2023	1680242099	0	72078	72078	72078
Fri Mar 31 11:24:59 2023	1680242099	0	72292	72293	72292
Fri Mar 31 11:24:58 2023	1680242098	0	72381	72381	72381
Fri Mar 31 11:24:59 2023	1680242099	0	72597	72597	72597
Fri Mar 31 11:24:59 2023	1680242099	0	72681	72681	72681
Fri Mar 31 11:23:00 2023	1680241980	8	72703	72711	72702
Fri Mar 31 11:23:00 2023	1680241980	8	72707	72715	72706
Fri Mar 31 11:23:00 2023	1680241980	8	72723	72731	72723
Fri Mar 31 11:23:00 2023	1680241980	8	72723	72731	72723
Fri Mar 31 11:24:56 2023	1680242096	0	74001	74001	74000
Fri Mar 31 11:24:55 2023	1680242095	0	74822	74822	74822
Fri Mar 31 11:24:55 2023	1680242095	0	74994	74994	74994
Fri Mar 31 11:24:55 2023	1680242095	0	75060	75060	75060
Fri Mar 31 11:24:55 2023	1680242095	0	75225	75225	75224
Fri Mar 31 11:23:00 2023	1680241980	8	75429	75437	75429
Fri Mar 31 11:23:00 2023	1680241980	8	75435	75443	75435
Fri Mar 31 11:23:00 2023	1680241980	8	75436	75444	75436
Fri Mar 31 11:23:00 2023	1680241980	8	75437	75445	75437
Fri Mar 31 11:23:45 2023	1680242025	0	75527	75527	75527
Fri Mar 31 11:23:22 2023	1680242002	0	75550	75551	75550
Fri Mar 31 11:23:31 2023	1680242011	0	75653	75654	75652
Fri Mar 31 11:23:29 2023	1680242009	0	75997	75997	75997
Fri Mar 31 11:23:29 2023	1680242009	0	76083	76083	76083
Fri Mar 31 11:23:34 2023	1680242014	0	76320	76320	76320
Fri Mar 31 11:23:40 2023	1680242020	0	76431	76431	76431
Fri Mar 31 11:23:23 2023	1680242003	0	76548	76548	76547
Fri Mar 31 11:23:25 2023	1680242005	0	76656	76656	76656
Fri Mar 31 11:24:52 2023	1680242092	0	76786	76786	76786
Fri Mar 31 11:23:19 2023	1680241999	0	76919	76919	76919
Fri Mar 31 11:23:26 2023	1680242006	3	76968	76971	76968
Fri Mar 31 11:23:00 2023	1680241980	8	77129	77137	77129
Fri Mar 31 11:24:51 2023	1680242091	0	77261	77261	77260
Fri Mar 31 11:23:22 2023	1680242002	0	77409	77410	77409
Fri Mar 31 11:23:22 2023	1680242002	6	77430	77436	77430
Fri Mar 31 11:23:19 2023	1680241999	0	77494	77494	77493
Fri Mar 31 11:23:16 2023	1680241996	0	77502	77502	77502
Fri Mar 31 11:23:25 2023	1680242005	0	77504	77504	77503
Fri Mar 31 11:23:25 2023	1680242005	0	77510	77511	77510
Fri Mar 31 11:23:19 2023	1680241999	0	77519	77520	77519
Fri Mar 31 11:23:37 2023	1680242017	0	77526	77526	77526
Fri Mar 31 11:23:31 2023	1680242011	0	77600	77600	77599
Fri Mar 31 11:23:34 2023	1680242014	0	77782	77782	77782
Fri Mar 31 11:23:00 2023	1680241980	8	77788	77796	77788
Fri Mar 31 11:23:00 2023	1680241980	8	77789	77797	77789
Fri Mar 31 11:23:00 2023	1680241980	8	77800	77807	77800
Fri Mar 31 11:24:51 2023	1680242091	0	77849	77849	77849
Fri Mar 31 11:23:45 2023	1680242025	0	77857	77857	77855
Fri Mar 31 11:23:37 2023	1680242017	0	77866	77867	77866
Fri Mar 31 11:23:33 2023	1680242013	0	77884	77884	77884
Fri Mar 31 11:23:29 2023	1680242009	0	77949	77949	77948
Fri Mar 31 11:23:29 2023	1680242009	0	77953	77953	77953
Fri Mar 31 11:24:51 2023	1680242091	0	78061	78061	78061
Fri Mar 31 11:23:45 2023	1680242025	0	78106	78106	78106
Fri Mar 31 11:23:40 2023	1680242020	0	78240	78240	78240
Fri Mar 31 11:23:45 2023	1680242025	0	78281	78281	78281
Fri Mar 31 11:23:16 2023	1680241996	0	78306	78306	78305
Fri Mar 31 11:23:40 2023	1680242020	0	78779	78779	78778
Fri Mar 31 11:23:16 2023	1680241996	0	78933	78933	78933
Fri Mar 31 11:23:19 2023	1680241999	0	79253	79253	79253
Fri Mar 31 11:23:12 2023	1680241992	0	79265	79266	79265
Fri Mar 31 11:23:12 2023	1680241992	0	79266	79266	79265
Fri Mar 31 11:23:35 2023	1680242015	0	79348	79348	79348
Fri Mar 31 11:23:14 2023	1680241994	0	79376	79377	79376
Fri Mar 31 11:23:31 2023	1680242011	0	79600	79600	79600
Fri Mar 31 11:24:49 2023	1680242089	0	79678	79678	79677
Fri Mar 31 11:23:48 2023	1680242028	0	80053	80053	80053
Fri Mar 31 11:23:48 2023	1680242028	0	80061	80061	80061
Fri Mar 31 11:23:48 2023	1680242028	0	80070	80070	80067
Fri Mar 31 11:23:48 2023	1680242028	0	80076	80076	80072
Fri Mar 31 11:23:12 2023	1680241992	0	80084	80084	80084
Fri Mar 31 11:24:15 2023	1680242055	0	80123	80123	80123
Fri Mar 31 11:23:34 2023	1680242014	0	80206	80206	80206
Fri Mar 31 11:24:46 2023	1680242086	0	80293	80293	80293
Fri Mar 31 11:23:39 2023	1680242019	0	80309	80309	80308
Fri Mar 31 11:24:45 2023	1680242085	0	80601	80601	80601
Fri Mar 31 11:23:00 2023	1680241980	7	80818	80825	80818
Fri Mar 31 11:23:00 2023	1680241980	7	80823	80831	80823
