starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 31 10:22:27 2023	1680238347	0	2634	2634	2634
Fri Mar 31 10:23:42 2023	1680238422	0	2636	2636	2636
Fri Mar 31 10:22:24 2023	1680238344	0	2637	2637	2637
Fri Mar 31 10:23:36 2023	1680238416	0	2638	2638	2638
Fri Mar 31 10:23:38 2023	1680238418	0	2640	2640	2640
Fri Mar 31 10:22:22 2023	1680238342	0	2643	2643	2642
Fri Mar 31 10:22:40 2023	1680238360	0	2643	2643	2643
Fri Mar 31 10:23:38 2023	1680238418	0	2644	2644	2644
Fri Mar 31 10:22:39 2023	1680238359	0	2646	2646	2646
Fri Mar 31 10:23:13 2023	1680238393	0	2647	2647	2647
Fri Mar 31 10:22:28 2023	1680238348	0	2650	2650	2650
Fri Mar 31 10:22:54 2023	1680238374	0	2653	2654	2653
Fri Mar 31 10:23:41 2023	1680238421	0	2655	2655	2655
Fri Mar 31 10:22:40 2023	1680238360	0	2657	2657	2657
Fri Mar 31 10:23:38 2023	1680238418	0	2660	2660	2659
Fri Mar 31 10:23:49 2023	1680238429	0	2660	2660	2660
Fri Mar 31 10:22:55 2023	1680238375	0	2665	2665	2665
Fri Mar 31 10:23:35 2023	1680238415	0	2665	2665	2665
Fri Mar 31 10:23:41 2023	1680238421	0	2665	2666	2665
Fri Mar 31 10:22:24 2023	1680238344	0	2670	2670	2669
Fri Mar 31 10:23:51 2023	1680238431	0	2670	2670	2670
Fri Mar 31 10:22:42 2023	1680238362	0	2674	2674	2674
Fri Mar 31 10:22:23 2023	1680238343	0	2675	2675	2675
Fri Mar 31 10:22:27 2023	1680238347	0	2678	2678	2678
Fri Mar 31 10:23:48 2023	1680238428	0	2681	2681	2681
Fri Mar 31 10:22:39 2023	1680238359	0	2685	2685	2685
Fri Mar 31 10:23:09 2023	1680238389	0	2687	2687	2686
Fri Mar 31 10:23:44 2023	1680238424	0	2688	2688	2688
Fri Mar 31 10:23:44 2023	1680238424	0	2689	2689	2689
Fri Mar 31 10:22:29 2023	1680238349	0	2691	2692	2691
Fri Mar 31 10:22:43 2023	1680238363	0	2693	2693	2693
Fri Mar 31 10:22:58 2023	1680238378	0	2694	2694	2694
Fri Mar 31 10:23:44 2023	1680238424	0	2697	2697	2696
Fri Mar 31 10:22:26 2023	1680238346	0	2698	2698	2697
Fri Mar 31 10:23:46 2023	1680238426	0	2704	2704	2703
Fri Mar 31 10:22:45 2023	1680238365	0	2709	2709	2709
Fri Mar 31 10:23:48 2023	1680238428	0	2709	2709	2709
Fri Mar 31 10:22:30 2023	1680238350	0	2710	2711	2710
Fri Mar 31 10:22:41 2023	1680238361	0	2713	2713	2712
Fri Mar 31 10:23:39 2023	1680238419	0	2713	2713	2713
Fri Mar 31 10:22:43 2023	1680238363	0	2713	2713	2713
Fri Mar 31 10:23:27 2023	1680238407	0	2716	2716	2716
Fri Mar 31 10:23:48 2023	1680238428	0	2717	2717	2717
Fri Mar 31 10:22:25 2023	1680238345	0	2720	2720	2719
Fri Mar 31 10:23:42 2023	1680238422	0	2724	2724	2723
Fri Mar 31 10:22:27 2023	1680238347	0	2730	2730	2730
Fri Mar 31 10:23:39 2023	1680238419	0	2734	2734	2734
Fri Mar 31 10:22:20 2023	1680238340	12	2729	2740	2728
Fri Mar 31 10:22:29 2023	1680238349	0	2742	2743	2742
Fri Mar 31 10:22:20 2023	1680238340	12	2732	2744	2732
Fri Mar 31 10:23:43 2023	1680238423	0	2744	2744	2744
Fri Mar 31 10:22:44 2023	1680238364	0	2746	2746	2746
Fri Mar 31 10:22:55 2023	1680238375	0	2746	2746	2746
Fri Mar 31 10:23:13 2023	1680238393	0	2747	2747	2746
Fri Mar 31 10:22:45 2023	1680238365	0	2748	2748	2747
Fri Mar 31 10:23:41 2023	1680238421	0	2755	2755	2754
Fri Mar 31 10:23:09 2023	1680238389	0	2757	2758	2757
Fri Mar 31 10:23:33 2023	1680238413	0	2763	2763	2763
Fri Mar 31 10:23:40 2023	1680238420	0	2776	2777	2776
Fri Mar 31 10:23:31 2023	1680238411	0	2787	2787	2787
Fri Mar 31 10:23:40 2023	1680238420	0	2788	2788	2788
Fri Mar 31 10:23:31 2023	1680238411	0	2791	2791	2791
Fri Mar 31 10:22:24 2023	1680238344	0	2797	2798	2797
Fri Mar 31 10:23:33 2023	1680238413	0	2805	2805	2805
Fri Mar 31 10:23:43 2023	1680238423	0	2805	2805	2805
Fri Mar 31 10:23:31 2023	1680238411	0	2807	2807	2807
Fri Mar 31 10:23:48 2023	1680238428	0	2808	2808	2807
Fri Mar 31 10:23:05 2023	1680238385	0	2814	2814	2813
Fri Mar 31 10:22:31 2023	1680238351	0	2818	2818	2818
Fri Mar 31 10:22:28 2023	1680238348	0	2836	2836	2836
Fri Mar 31 10:22:38 2023	1680238358	0	2837	2837	2837
Fri Mar 31 10:22:23 2023	1680238343	0	2839	2839	2839
Fri Mar 31 10:22:29 2023	1680238349	0	2842	2842	2842
Fri Mar 31 10:22:41 2023	1680238361	0	2852	2852	2851
Fri Mar 31 10:23:10 2023	1680238390	0	2860	2861	2860
Fri Mar 31 10:22:37 2023	1680238357	0	2863	2863	2863
Fri Mar 31 10:23:28 2023	1680238408	0	2875	2875	2875
Fri Mar 31 10:23:06 2023	1680238386	0	2877	2877	2877
Fri Mar 31 10:23:08 2023	1680238388	0	2880	2880	2880
Fri Mar 31 10:23:13 2023	1680238393	0	2882	2882	2881
Fri Mar 31 10:22:23 2023	1680238343	0	2888	2888	2888
Fri Mar 31 10:23:08 2023	1680238388	0	2890	2890	2890
Fri Mar 31 10:23:11 2023	1680238391	0	2892	2892	2892
Fri Mar 31 10:23:28 2023	1680238408	0	2893	2893	2892
Fri Mar 31 10:23:29 2023	1680238409	0	2893	2893	2893
Fri Mar 31 10:23:33 2023	1680238413	0	2896	2896	2896
Fri Mar 31 10:22:33 2023	1680238353	0	2899	2899	2899
Fri Mar 31 10:22:38 2023	1680238358	0	2909	2909	2909
Fri Mar 31 10:22:31 2023	1680238351	0	2916	2916	2915
Fri Mar 31 10:23:06 2023	1680238386	0	2916	2917	2901
Fri Mar 31 10:23:30 2023	1680238410	0	2923	2923	2923
Fri Mar 31 10:23:32 2023	1680238412	0	2925	2925	2924
Fri Mar 31 10:23:11 2023	1680238391	0	2926	2926	2926
Fri Mar 31 10:22:30 2023	1680238350	0	2934	2934	2934
Fri Mar 31 10:22:44 2023	1680238364	0	2939	2939	2938
Fri Mar 31 10:22:46 2023	1680238366	0	2940	2940	2939
Fri Mar 31 10:22:59 2023	1680238379	0	2943	2943	2943
Fri Mar 31 10:22:44 2023	1680238364	0	2945	2946	2945
Fri Mar 31 10:23:30 2023	1680238410	0	2950	2951	2950
Fri Mar 31 10:23:13 2023	1680238393	0	2955	2956	2955
Fri Mar 31 10:22:59 2023	1680238379	0	2968	2968	2967
Fri Mar 31 10:22:35 2023	1680238355	0	2979	2979	2979
Fri Mar 31 10:23:10 2023	1680238390	0	2982	2982	2981
Fri Mar 31 10:23:29 2023	1680238409	0	2984	2984	2984
Fri Mar 31 10:23:27 2023	1680238407	0	2984	2984	2984
Fri Mar 31 10:23:31 2023	1680238411	0	2998	2998	2998
Fri Mar 31 10:23:07 2023	1680238387	0	3004	3005	3004
Fri Mar 31 10:23:06 2023	1680238386	0	3005	3005	3004
Fri Mar 31 10:23:07 2023	1680238387	0	3005	3005	3005
Fri Mar 31 10:22:36 2023	1680238356	0	3014	3015	3014
Fri Mar 31 10:22:36 2023	1680238356	0	3015	3015	3015
Fri Mar 31 10:23:47 2023	1680238427	0	3033	3033	3032
Fri Mar 31 10:23:11 2023	1680238391	0	3039	3039	3038
Fri Mar 31 10:23:11 2023	1680238391	0	3048	3048	3047
Fri Mar 31 10:22:52 2023	1680238372	0	3051	3051	3050
Fri Mar 31 10:22:33 2023	1680238353	0	3059	3059	3058
Fri Mar 31 10:23:33 2023	1680238413	0	3071	3071	3071
Fri Mar 31 10:23:08 2023	1680238388	0	3073	3073	3072
Fri Mar 31 10:23:12 2023	1680238392	0	3073	3073	3072
Fri Mar 31 10:22:34 2023	1680238354	0	3077	3078	3077
Fri Mar 31 10:22:54 2023	1680238374	0	3084	3084	3083
Fri Mar 31 10:23:12 2023	1680238392	0	3089	3089	3089
Fri Mar 31 10:23:08 2023	1680238388	0	3092	3092	3091
Fri Mar 31 10:23:45 2023	1680238425	0	3093	3093	3092
Fri Mar 31 10:23:34 2023	1680238414	0	3097	3097	3096
Fri Mar 31 10:22:37 2023	1680238357	0	3097	3097	3097
Fri Mar 31 10:22:31 2023	1680238351	0	3098	3098	3097
Fri Mar 31 10:23:46 2023	1680238426	0	3100	3100	3100
Fri Mar 31 10:23:07 2023	1680238387	0	3117	3117	3117
Fri Mar 31 10:22:48 2023	1680238368	0	3117	3117	3117
Fri Mar 31 10:22:46 2023	1680238366	0	3118	3119	3118
Fri Mar 31 10:23:07 2023	1680238387	0	3119	3120	3119
Fri Mar 31 10:22:34 2023	1680238354	0	3120	3120	3120
Fri Mar 31 10:23:34 2023	1680238414	0	3135	3135	3135
Fri Mar 31 10:22:22 2023	1680238342	0	3136	3136	3136
Fri Mar 31 10:23:05 2023	1680238385	0	3143	3143	3142
Fri Mar 31 10:22:31 2023	1680238351	0	3146	3146	3146
Fri Mar 31 10:23:05 2023	1680238385	0	3167	3167	3167
Fri Mar 31 10:22:45 2023	1680238365	0	3167	3167	3167
Fri Mar 31 10:22:20 2023	1680238340	12	3166	3178	3166
Fri Mar 31 10:22:32 2023	1680238352	0	3178	3178	3178
Fri Mar 31 10:22:53 2023	1680238373	0	3192	3192	3192
Fri Mar 31 10:22:35 2023	1680238355	0	3198	3198	3198
Fri Mar 31 10:22:32 2023	1680238352	0	3215	3215	3215
Fri Mar 31 10:22:46 2023	1680238366	0	3248	3249	3248
Fri Mar 31 10:22:20 2023	1680238340	12	3251	3263	3251
Fri Mar 31 10:23:44 2023	1680238424	0	3264	3264	3264
Fri Mar 31 10:22:50 2023	1680238370	0	3274	3274	3274
Fri Mar 31 10:23:45 2023	1680238425	0	3280	3280	3280
Fri Mar 31 10:22:59 2023	1680238379	0	3291	3291	3291
Fri Mar 31 10:23:46 2023	1680238426	0	3292	3292	3292
Fri Mar 31 10:23:30 2023	1680238410	0	3295	3296	3295
Fri Mar 31 10:22:47 2023	1680238367	0	3297	3297	3297
Fri Mar 31 10:22:47 2023	1680238367	0	3298	3299	3298
Fri Mar 31 10:23:45 2023	1680238425	0	3307	3307	3306
Fri Mar 31 10:22:36 2023	1680238356	0	3316	3316	3316
Fri Mar 31 10:22:59 2023	1680238379	0	3356	3356	3356
Fri Mar 31 10:22:51 2023	1680238371	0	3359	3359	3359
Fri Mar 31 10:22:48 2023	1680238368	0	3389	3389	3389
Fri Mar 31 10:22:36 2023	1680238356	0	3397	3397	3397
Fri Mar 31 10:23:28 2023	1680238408	0	3420	3420	3420
Fri Mar 31 10:22:32 2023	1680238352	0	3423	3423	3422
Fri Mar 31 10:22:32 2023	1680238352	0	3424	3424	3424
Fri Mar 31 10:22:34 2023	1680238354	0	3451	3451	3451
Fri Mar 31 10:23:28 2023	1680238408	0	3456	3456	3456
Fri Mar 31 10:23:46 2023	1680238426	0	3457	3457	3457
Fri Mar 31 10:23:30 2023	1680238410	0	3504	3504	3504
Fri Mar 31 10:22:49 2023	1680238369	0	3509	3509	3509
Fri Mar 31 10:22:45 2023	1680238365	0	3510	3510	3510
Fri Mar 31 10:22:49 2023	1680238369	0	3569	3569	3569
Fri Mar 31 10:22:51 2023	1680238371	0	3636	3636	3636
Fri Mar 31 10:22:47 2023	1680238367	0	3663	3663	3663
Fri Mar 31 10:22:50 2023	1680238370	0	3672	3672	3671
Fri Mar 31 10:22:51 2023	1680238371	0	3709	3709	3709
Fri Mar 31 10:22:51 2023	1680238371	0	3743	3743	3743
Fri Mar 31 10:23:53 2023	1680238433	0	3745	3745	3745
Fri Mar 31 10:22:47 2023	1680238367	0	3787	3788	3787
Fri Mar 31 10:22:34 2023	1680238354	0	3807	3807	3807
Fri Mar 31 10:23:53 2023	1680238433	0	3892	3892	3892
Fri Mar 31 10:23:53 2023	1680238433	0	3895	3895	3894
Fri Mar 31 10:22:20 2023	1680238340	12	3915	3926	3914
Fri Mar 31 10:23:52 2023	1680238432	0	3952	3952	3952
Fri Mar 31 10:23:32 2023	1680238412	0	4135	4135	4135
Fri Mar 31 10:26:32 2023	1680238592	0	4238	4238	4238
Fri Mar 31 10:26:32 2023	1680238592	0	4297	4297	4297
Fri Mar 31 10:26:31 2023	1680238591	0	4314	4314	4314
Fri Mar 31 10:26:33 2023	1680238593	0	4417	4417	4417
Fri Mar 31 10:23:57 2023	1680238437	0	4424	4424	4424
Fri Mar 31 10:26:19 2023	1680238579	0	4487	4487	4487
Fri Mar 31 10:22:49 2023	1680238369	0	4495	4495	4495
Fri Mar 31 10:23:00 2023	1680238380	0	4543	4543	4543
Fri Mar 31 10:25:59 2023	1680238559	0	4550	4550	4549
Fri Mar 31 10:23:03 2023	1680238383	0	4574	4574	4573
Fri Mar 31 10:23:03 2023	1680238383	0	4686	4686	4686
Fri Mar 31 10:25:02 2023	1680238502	0	4781	4781	4781
Fri Mar 31 10:22:49 2023	1680238369	0	4848	4848	4848
Fri Mar 31 10:23:54 2023	1680238434	0	4850	4851	4850
Fri Mar 31 10:27:03 2023	1680238623	0	4947	4947	4946
Fri Mar 31 10:25:21 2023	1680238521	0	5046	5046	5045
Fri Mar 31 10:23:02 2023	1680238382	0	5085	5085	5085
Fri Mar 31 10:23:02 2023	1680238382	0	5087	5087	5086
Fri Mar 31 10:25:04 2023	1680238504	0	5122	5122	5122
Fri Mar 31 10:23:00 2023	1680238380	0	5179	5179	5179
Fri Mar 31 10:23:24 2023	1680238404	0	5187	5187	5186
Fri Mar 31 10:23:24 2023	1680238404	0	5219	5220	5219
Fri Mar 31 10:23:01 2023	1680238381	0	5228	5228	5227
Fri Mar 31 10:23:01 2023	1680238381	0	5265	5266	5265
Fri Mar 31 10:26:35 2023	1680238595	0	5266	5266	5265
Fri Mar 31 10:23:00 2023	1680238380	0	5282	5283	5282
Fri Mar 31 10:26:03 2023	1680238563	0	5285	5285	5285
Fri Mar 31 10:22:15 2023	1680238335	0	5296	5296	5294
Fri Mar 31 10:23:00 2023	1680238380	0	5312	5312	5312
Fri Mar 31 10:25:04 2023	1680238504	0	5443	5443	5443
Fri Mar 31 10:23:23 2023	1680238403	0	5460	5460	5460
Fri Mar 31 10:27:04 2023	1680238624	0	5472	5472	5472
Fri Mar 31 10:23:23 2023	1680238403	0	5495	5495	5495
Fri Mar 31 10:25:01 2023	1680238501	0	5542	5542	5541
Fri Mar 31 10:23:54 2023	1680238434	0	5573	5573	5573
Fri Mar 31 10:25:44 2023	1680238544	0	5579	5579	5578
Fri Mar 31 10:25:19 2023	1680238519	0	5603	5603	5602
Fri Mar 31 10:26:01 2023	1680238561	0	5644	5645	5644
Fri Mar 31 10:27:02 2023	1680238622	0	5691	5691	5691
Fri Mar 31 10:25:22 2023	1680238522	0	5738	5738	5738
Fri Mar 31 10:23:24 2023	1680238404	0	5761	5761	5760
Fri Mar 31 10:23:59 2023	1680238439	0	5777	5778	5777
Fri Mar 31 10:23:54 2023	1680238434	0	5811	5811	5810
Fri Mar 31 10:23:57 2023	1680238437	0	5849	5849	5849
Fri Mar 31 10:23:24 2023	1680238404	0	5901	5901	5900
Fri Mar 31 10:26:39 2023	1680238599	0	5938	5939	5938
Fri Mar 31 10:25:59 2023	1680238559	0	5986	5986	5986
Fri Mar 31 10:25:57 2023	1680238557	0	6011	6012	6011
Fri Mar 31 10:24:26 2023	1680238466	0	6051	6051	6050
Fri Mar 31 10:25:45 2023	1680238545	0	6069	6069	6069
Fri Mar 31 10:26:34 2023	1680238594	0	6163	6163	6163
Fri Mar 31 10:27:04 2023	1680238624	0	6219	6219	6219
Fri Mar 31 10:24:41 2023	1680238481	0	6258	6258	6258
Fri Mar 31 10:25:02 2023	1680238502	0	6326	6326	6325
Fri Mar 31 10:26:16 2023	1680238576	0	6374	6374	6374
Fri Mar 31 10:24:14 2023	1680238454	0	6382	6382	6382
Fri Mar 31 10:26:05 2023	1680238565	0	6397	6398	6397
Fri Mar 31 10:26:39 2023	1680238599	0	6418	6419	6418
Fri Mar 31 10:23:54 2023	1680238434	0	6479	6479	6479
Fri Mar 31 10:26:32 2023	1680238592	0	6514	6515	6514
Fri Mar 31 10:24:14 2023	1680238454	0	6515	6515	6515
Fri Mar 31 10:26:21 2023	1680238581	0	6518	6518	6518
Fri Mar 31 10:24:00 2023	1680238440	0	6564	6565	6564
Fri Mar 31 10:24:41 2023	1680238481	0	6587	6588	6587
Fri Mar 31 10:26:37 2023	1680238597	0	6671	6672	6671
Fri Mar 31 10:23:56 2023	1680238436	0	6724	6724	6724
Fri Mar 31 10:24:19 2023	1680238459	0	6750	6750	6749
Fri Mar 31 10:25:18 2023	1680238518	0	6784	6784	6784
Fri Mar 31 10:26:27 2023	1680238587	0	6939	6939	6939
Fri Mar 31 10:24:58 2023	1680238498	0	6943	6943	6943
Fri Mar 31 10:26:52 2023	1680238612	0	6944	6944	6944
Fri Mar 31 10:23:53 2023	1680238433	0	6947	6947	6946
Fri Mar 31 10:26:10 2023	1680238570	0	6947	6948	6947
Fri Mar 31 10:26:38 2023	1680238598	0	6956	6956	6956
Fri Mar 31 10:25:24 2023	1680238524	0	6970	6971	6970
Fri Mar 31 10:24:16 2023	1680238456	0	6971	6971	6970
Fri Mar 31 10:24:26 2023	1680238466	0	6972	6972	6971
Fri Mar 31 10:24:01 2023	1680238441	0	7005	7005	7005
Fri Mar 31 10:24:12 2023	1680238452	0	7115	7115	7114
Fri Mar 31 10:25:30 2023	1680238530	0	7138	7138	7138
Fri Mar 31 10:26:41 2023	1680238601	0	7204	7204	7204
Fri Mar 31 10:26:14 2023	1680238574	0	7219	7219	7218
Fri Mar 31 10:26:44 2023	1680238604	0	7220	7221	7220
Fri Mar 31 10:26:06 2023	1680238566	0	7235	7235	7235
Fri Mar 31 10:23:54 2023	1680238434	0	7236	7236	7236
Fri Mar 31 10:27:03 2023	1680238623	0	7251	7251	7251
Fri Mar 31 10:25:24 2023	1680238524	0	7327	7328	7327
Fri Mar 31 10:26:58 2023	1680238618	0	7329	7329	7328
Fri Mar 31 10:26:42 2023	1680238602	0	7341	7341	7341
Fri Mar 31 10:26:05 2023	1680238565	0	7357	7357	7357
Fri Mar 31 10:25:15 2023	1680238515	0	7479	7479	7478
Fri Mar 31 10:26:00 2023	1680238560	0	7585	7585	7585
Fri Mar 31 10:26:03 2023	1680238563	0	7617	7617	7617
Fri Mar 31 10:26:13 2023	1680238573	0	7650	7650	7650
Fri Mar 31 10:26:08 2023	1680238568	0	7679	7679	7678
Fri Mar 31 10:26:01 2023	1680238561	0	7684	7684	7684
Fri Mar 31 10:26:07 2023	1680238567	0	7695	7695	7694
Fri Mar 31 10:24:20 2023	1680238460	0	7735	7735	7735
Fri Mar 31 10:24:28 2023	1680238468	0	7754	7754	7753
Fri Mar 31 10:26:37 2023	1680238597	0	7825	7825	7825
Fri Mar 31 10:25:19 2023	1680238519	0	7825	7825	7825
Fri Mar 31 10:26:59 2023	1680238619	0	7871	7871	7871
Fri Mar 31 10:24:28 2023	1680238468	0	7956	7956	7956
Fri Mar 31 10:26:56 2023	1680238616	0	7975	7975	7975
Fri Mar 31 10:25:45 2023	1680238545	0	7987	7987	7986
Fri Mar 31 10:25:07 2023	1680238507	0	8047	8047	8046
Fri Mar 31 10:26:45 2023	1680238605	0	8082	8082	8082
Fri Mar 31 10:26:48 2023	1680238608	0	8125	8125	8125
Fri Mar 31 10:26:34 2023	1680238594	0	8127	8127	8127
Fri Mar 31 10:24:10 2023	1680238450	0	8183	8184	8183
Fri Mar 31 10:26:08 2023	1680238568	0	8382	8382	8382
Fri Mar 31 10:25:54 2023	1680238554	0	8399	8399	8399
Fri Mar 31 10:25:27 2023	1680238527	0	8406	8406	8406
Fri Mar 31 10:26:25 2023	1680238585	0	8434	8434	8434
Fri Mar 31 10:24:18 2023	1680238458	0	8438	8438	8438
Fri Mar 31 10:24:31 2023	1680238471	0	8485	8485	8484
Fri Mar 31 10:26:02 2023	1680238562	0	8499	8499	8498
Fri Mar 31 10:26:16 2023	1680238576	0	8513	8513	8513
Fri Mar 31 10:24:21 2023	1680238461	0	8549	8549	8548
Fri Mar 31 10:25:04 2023	1680238504	0	8552	8552	8552
Fri Mar 31 10:25:25 2023	1680238525	0	8569	8569	8568
Fri Mar 31 10:24:36 2023	1680238476	0	8580	8580	8580
Fri Mar 31 10:24:35 2023	1680238475	0	8606	8606	8606
Fri Mar 31 10:23:14 2023	1680238394	0	8608	8608	8607
Fri Mar 31 10:23:14 2023	1680238394	0	8641	8641	8641
Fri Mar 31 10:25:26 2023	1680238526	0	8672	8672	8672
Fri Mar 31 10:25:32 2023	1680238532	0	8724	8725	8724
Fri Mar 31 10:23:15 2023	1680238395	0	8736	8736	8736
Fri Mar 31 10:25:09 2023	1680238509	0	8834	8834	8834
Fri Mar 31 10:23:15 2023	1680238395	0	8848	8848	8848
Fri Mar 31 10:26:11 2023	1680238571	0	8853	8853	8853
Fri Mar 31 10:24:33 2023	1680238473	0	8856	8856	8856
Fri Mar 31 10:24:26 2023	1680238466	0	8886	8886	8886
Fri Mar 31 10:26:49 2023	1680238609	0	8886	8886	8886
Fri Mar 31 10:24:10 2023	1680238450	0	8888	8888	8887
Fri Mar 31 10:26:53 2023	1680238613	0	8938	8938	8938
Fri Mar 31 10:26:45 2023	1680238605	0	8986	8986	8986
Fri Mar 31 10:26:22 2023	1680238582	0	9033	9033	9033
Fri Mar 31 10:24:19 2023	1680238459	0	9162	9162	9162
Fri Mar 31 10:26:45 2023	1680238605	0	9185	9185	9185
Fri Mar 31 10:23:14 2023	1680238394	0	9221	9222	9221
Fri Mar 31 10:26:16 2023	1680238576	0	9234	9234	9234
Fri Mar 31 10:24:20 2023	1680238460	0	9234	9234	9234
Fri Mar 31 10:23:14 2023	1680238394	0	9254	9254	9254
Fri Mar 31 10:26:54 2023	1680238614	0	9258	9258	9257
Fri Mar 31 10:25:28 2023	1680238528	0	9293	9293	9292
