starttime	seconds	ctime	dtime	ttime	wait
Fri Mar 31 10:24:08 2023	1680238448	0	6405	6405	6404
Fri Mar 31 10:27:04 2023	1680238624	0	6510	6510	6510
Fri Mar 31 10:24:39 2023	1680238479	0	6557	6557	6557
Fri Mar 31 10:25:41 2023	1680238541	0	6559	6559	6559
Fri Mar 31 10:23:56 2023	1680238436	1	6600	6601	6600
Fri Mar 31 10:27:31 2023	1680238651	0	6604	6605	6604
Fri Mar 31 10:26:35 2023	1680238595	0	6644	6644	6644
Fri Mar 31 10:25:07 2023	1680238507	0	6658	6658	6658
Fri Mar 31 10:24:27 2023	1680238467	0	6709	6709	6709
Fri Mar 31 10:26:22 2023	1680238582	0	6746	6746	6746
Fri Mar 31 10:25:13 2023	1680238513	0	6782	6782	6782
Fri Mar 31 10:26:20 2023	1680238580	0	6841	6841	6841
Fri Mar 31 10:24:20 2023	1680238460	0	6928	6929	6928
Fri Mar 31 10:24:27 2023	1680238467	0	6942	6942	6942
Fri Mar 31 10:27:00 2023	1680238620	0	6947	6948	6947
Fri Mar 31 10:25:55 2023	1680238555	0	6952	6952	6952
Fri Mar 31 10:26:18 2023	1680238578	0	6966	6966	6966
Fri Mar 31 10:25:40 2023	1680238540	0	7047	7048	7047
Fri Mar 31 10:24:00 2023	1680238440	0	7061	7061	7060
Fri Mar 31 10:24:29 2023	1680238469	0	7141	7141	7140
Fri Mar 31 10:26:02 2023	1680238562	0	7207	7207	7207
Fri Mar 31 10:24:03 2023	1680238443	0	7263	7264	7263
Fri Mar 31 10:25:27 2023	1680238527	0	7319	7319	7319
Fri Mar 31 10:23:57 2023	1680238437	0	7334	7334	7334
Fri Mar 31 10:24:06 2023	1680238446	0	7341	7341	7341
Fri Mar 31 10:27:25 2023	1680238645	0	7363	7363	7363
Fri Mar 31 10:26:29 2023	1680238589	0	7368	7368	7367
Fri Mar 31 10:25:24 2023	1680238524	0	7439	7439	7439
Fri Mar 31 10:26:21 2023	1680238581	0	7448	7448	7448
Fri Mar 31 10:25:23 2023	1680238523	0	7464	7464	7463
Fri Mar 31 10:24:27 2023	1680238467	0	7514	7514	7514
Fri Mar 31 10:25:58 2023	1680238558	0	7631	7632	7631
Fri Mar 31 10:25:57 2023	1680238557	0	7655	7655	7654
Fri Mar 31 10:25:38 2023	1680238538	0	7679	7680	7679
Fri Mar 31 10:26:48 2023	1680238608	0	7691	7691	7691
Fri Mar 31 10:24:16 2023	1680238456	0	7723	7723	7723
Fri Mar 31 10:25:28 2023	1680238528	0	7779	7779	7779
Fri Mar 31 10:26:40 2023	1680238600	0	7864	7864	7864
Fri Mar 31 10:26:53 2023	1680238613	1	7894	7895	7894
Fri Mar 31 10:27:14 2023	1680238634	0	7896	7896	7896
Fri Mar 31 10:25:37 2023	1680238537	0	7897	7897	7897
Fri Mar 31 10:25:38 2023	1680238538	0	7944	7944	7944
Fri Mar 31 10:26:29 2023	1680238589	0	8030	8031	8030
Fri Mar 31 10:26:12 2023	1680238572	0	8065	8065	8065
Fri Mar 31 10:26:41 2023	1680238601	0	8099	8099	8099
Fri Mar 31 10:26:48 2023	1680238608	0	8132	8132	8132
Fri Mar 31 10:24:20 2023	1680238460	0	8136	8136	8136
Fri Mar 31 10:25:45 2023	1680238545	0	8155	8155	8155
Fri Mar 31 10:27:01 2023	1680238621	0	8165	8165	8165
Fri Mar 31 10:26:58 2023	1680238618	0	8236	8236	8236
Fri Mar 31 10:25:48 2023	1680238548	0	8254	8254	8254
Fri Mar 31 10:24:28 2023	1680238468	0	8297	8297	8297
Fri Mar 31 10:25:37 2023	1680238537	0	8299	8299	8299
Fri Mar 31 10:25:09 2023	1680238509	0	8339	8339	8339
Fri Mar 31 10:24:19 2023	1680238459	0	8409	8409	8409
Fri Mar 31 10:25:41 2023	1680238541	0	8492	8492	8492
Fri Mar 31 10:26:25 2023	1680238585	0	8567	8567	8567
Fri Mar 31 10:24:00 2023	1680238440	0	8657	8657	8657
Fri Mar 31 10:25:57 2023	1680238557	0	8660	8661	8660
Fri Mar 31 10:27:06 2023	1680238626	0	8708	8708	8708
Fri Mar 31 10:26:16 2023	1680238576	0	8793	8793	8793
Fri Mar 31 10:26:31 2023	1680238591	0	8971	8971	8971
Fri Mar 31 10:27:02 2023	1680238622	0	8972	8972	8972
Fri Mar 31 10:24:48 2023	1680238488	0	9039	9039	9039
Fri Mar 31 10:26:34 2023	1680238594	0	9053	9053	9052
Fri Mar 31 10:25:52 2023	1680238552	0	9097	9097	9097
Fri Mar 31 10:25:40 2023	1680238540	0	9377	9377	9377
Fri Mar 31 10:27:26 2023	1680238646	0	9438	9438	9438
Fri Mar 31 10:26:24 2023	1680238584	0	9561	9561	9560
Fri Mar 31 10:24:47 2023	1680238487	0	9642	9642	9642
Fri Mar 31 10:27:10 2023	1680238630	0	9958	9958	9958
Fri Mar 31 10:24:06 2023	1680238446	0	10153	10153	10153
Fri Mar 31 10:23:58 2023	1680238438	0	10284	10284	10284
Fri Mar 31 10:26:22 2023	1680238582	0	10483	10483	10483
Fri Mar 31 10:24:48 2023	1680238488	1	10907	10907	10906
Fri Mar 31 10:27:04 2023	1680238624	0	11397	11397	11396
Fri Mar 31 10:24:15 2023	1680238455	0	11419	11419	11419
Fri Mar 31 10:24:50 2023	1680238490	0	11488	11489	11488
Fri Mar 31 10:24:50 2023	1680238490	0	11826	11826	11826
Fri Mar 31 10:25:17 2023	1680238517	0	11839	11839	11839
Fri Mar 31 10:27:26 2023	1680238646	0	12513	12513	12513
Fri Mar 31 10:24:34 2023	1680238474	0	12526	12526	12526
Fri Mar 31 10:24:48 2023	1680238488	0	12696	12696	12696
Fri Mar 31 10:24:48 2023	1680238488	1	12748	12748	12747
Fri Mar 31 10:25:59 2023	1680238559	0	14070	14071	14070
Fri Mar 31 10:24:47 2023	1680238487	0	14879	14879	14879
Fri Mar 31 10:24:46 2023	1680238486	0	14972	14972	14972
Fri Mar 31 10:24:31 2023	1680238471	0	15000	15000	14999
Fri Mar 31 10:25:13 2023	1680238513	0	15413	15413	15413
Fri Mar 31 10:24:45 2023	1680238485	0	16517	16517	16517
